3 qid:9139 1:15.459973 13:6.700198 14:0.0 15:0.0 16:5.0592294 17:9.7657385 18:8.225579 19:6.4117546 # docid:443
2 qid:9037 1:4.299201 13:0.0 14:0.0 15:0.0 16:0.88220286 17:0.0 18:0.0 19:0.0 # docid:36
2 qid:9037 1:4.299201 13:0.0 14:0.0 15:0.0 16:0.88220286 17:0.0 18:0.0 19:0.0 # docid:38
0 qid:9037 1:4.074013 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:363
0 qid:9037 1:4.074013 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:778
0 qid:9037 1:3.8712413 13:0.0 14:0.0 15:0.0 16:0.88220286 17:0.0 18:0.0 19:0.0 # docid:277
0 qid:9037 1:3.8712413 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:458
0 qid:9037 1:3.8712413 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:460
0 qid:9037 1:3.8712413 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:459
0 qid:9037 1:3.687698 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:433
0 qid:9037 1:3.3998342 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:209
0 qid:9037 1:3.3998342 13:0.0 14:0.0 15:0.0 16:1.1302056 17:0.0 18:0.0 19:0.0 # docid:381
3 qid:9037 1:3.3998342 13:0.0 14:0.0 15:1.0 16:1.3150473 17:0.0 18:0.0 19:0.0 # docid:175
3 qid:9037 1:3.3998342 13:0.0 14:0.0 15:1.0 16:1.3150473 17:0.0 18:0.0 19:0.0 # docid:174
3 qid:9037 1:3.2119112 13:0.0 14:0.0 15:0.0 16:0.9909227 17:0.0 18:0.0 19:5.8786397 # docid:171
0 qid:9037 1:3.2119112 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:208
0 qid:9037 1:3.2119112 13:0.0 14:0.0 15:0.0 16:0.88220286 17:0.0 18:0.0 19:0.0 # docid:313
0 qid:9037 1:3.2119112 13:0.0 14:0.0 15:0.0 16:0.88220286 17:0.0 18:0.0 19:0.0 # docid:314
0 qid:9037 1:3.2119112 13:0.0 14:0.0 15:0.0 16:0.88220286 17:0.0 18:0.0 19:0.0 # docid:437
0 qid:9037 1:3.2119112 13:0.0 14:0.0 15:0.0 16:0.88220286 17:0.0 18:0.0 19:0.0 # docid:438
0 qid:9037 1:3.2119112 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:567
0 qid:9037 1:3.2119112 13:0.0 14:0.0 15:0.0 16:0.88220286 17:0.0 18:0.0 19:3.5901852 # docid:394
0 qid:9037 1:3.2119112 13:0.0 14:0.0 15:0.0 16:0.88220286 17:0.0 18:0.0 19:0.0 # docid:391
0 qid:9037 1:3.2119112 13:0.0 14:0.0 15:0.0 16:1.1302056 17:0.0 18:0.0 19:0.0 # docid:448
0 qid:9037 1:3.2119112 13:0.0 14:0.0 15:0.0 16:0.88220286 17:0.0 18:0.0 19:4.248894 # docid:446
0 qid:9037 1:3.2119112 13:0.0 14:0.0 15:0.0 16:0.88220286 17:0.0 18:0.0 19:0.0 # docid:450
0 qid:9037 1:3.2119112 13:0.0 14:0.0 15:0.0 16:0.88220286 17:0.0 18:0.0 19:0.0 # docid:449
0 qid:9037 1:3.2119112 13:0.0 14:0.0 15:0.0 16:0.88220286 17:0.0 18:0.0 19:0.0 # docid:447
0 qid:9037 1:3.2119112 13:0.0 14:0.0 15:0.0 16:0.9909227 17:0.0 18:0.0 19:0.0 # docid:523
0 qid:9037 1:3.0436745 13:0.0 14:0.0 15:0.0 16:0.88220286 17:0.0 18:0.0 19:0.0 # docid:317
0 qid:9037 1:3.0436745 13:0.0 14:0.0 15:0.0 16:0.9909227 17:0.0 18:0.0 19:0.0 # docid:453
0 qid:9037 1:3.0436745 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:454
0 qid:9037 1:3.0436745 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:210
0 qid:9037 1:3.0436745 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:318
0 qid:9037 1:3.0436745 13:0.0 14:0.0 15:0.0 16:0.88220286 17:0.0 18:0.0 19:0.0 # docid:699
0 qid:9037 1:3.0436745 13:0.0 14:0.0 15:0.0 16:0.88220286 17:0.0 18:0.0 19:0.0 # docid:700
2 qid:9037 1:2.8921845 13:0.0 14:0.0 15:0.0 16:0.88220286 17:0.0 18:0.0 19:0.0 # docid:25
3 qid:9037 1:2.8921845 13:0.0 14:0.0 15:0.0 16:0.88220286 17:0.0 18:0.0 19:0.0 # docid:173
3 qid:9090 1:8.470779 13:0.0 14:0.0 15:0.0 16:2.3700442 17:0.0 18:0.0 19:1.7998906 # docid:748
0 qid:9090 1:6.800679 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:797
2 qid:9090 1:6.234274 13:5.9659567 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:1.983155 # docid:713
0 qid:9090 1:6.0488763 13:5.9659567 14:0.0 15:0.0 16:1.7952101 17:0.0 18:0.0 19:2.808313 # docid:563
0 qid:9090 1:6.0488763 13:0.0 14:0.0 15:0.0 16:1.7952101 17:0.0 18:0.0 19:0.0 # docid:630
0 qid:9090 1:6.030626 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:533
0 qid:9090 1:5.961368 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:181
0 qid:9090 1:5.483244 13:0.0 14:0.0 15:0.0 16:1.7952101 17:0.0 18:0.0 19:0.0 # docid:567
0 qid:9090 1:5.4467463 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:294
0 qid:9090 1:5.3888593 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:199
3 qid:9090 1:5.110287 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:747
0 qid:9090 1:5.106596 13:0.0 14:0.0 15:0.0 16:6.712352 17:5.59055 18:0.0 19:3.0942545 # docid:383
0 qid:9090 1:5.106596 13:0.0 14:0.0 15:1.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:429
0 qid:9090 1:5.106596 13:0.0 14:0.0 15:0.0 16:1.7952101 17:0.0 18:0.0 19:3.4450266 # docid:628
0 qid:9090 1:5.024617 13:0.0 14:0.0 15:0.0 16:2.110013 17:0.0 18:0.0 19:0.0 # docid:191
3 qid:9090 1:4.9233136 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:750
0 qid:9090 1:4.8524303 13:0.0 14:0.0 15:0.0 16:1.7952101 17:0.0 18:0.0 19:0.0 # docid:432
2 qid:9090 1:4.826739 13:0.0 14:0.0 15:1.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:774
0 qid:9090 1:4.826739 13:0.0 14:0.0 15:0.0 16:1.7952101 17:0.0 18:0.0 19:3.6079621 # docid:524
0 qid:9090 1:4.774532 13:0.0 14:0.0 15:0.0 16:2.110013 17:0.0 18:0.0 19:0.0 # docid:212
3 qid:9090 1:4.774532 13:0.0 14:0.0 15:0.0 16:2.110013 17:0.0 18:0.0 19:1.7998906 # docid:746
0 qid:9090 1:4.7268314 13:0.0 14:0.0 15:0.0 16:2.110013 17:0.0 18:0.0 19:0.0 # docid:531
0 qid:9090 1:4.63526 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:130
0 qid:9090 1:4.6223664 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:307
0 qid:9090 1:4.5599446 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:1.5191244 # docid:405
0 qid:9090 1:4.5599446 13:0.0 14:0.0 15:0.0 16:1.7952101 17:0.0 18:0.0 19:3.8893666 # docid:403
0 qid:9090 1:4.5599446 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:645
0 qid:9090 1:4.4904256 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:375
0 qid:9090 1:4.46556 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:594
0 qid:9090 1:4.46556 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:612
0 qid:9090 1:4.37905 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:475
2 qid:9090 1:4.37905 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:752
0 qid:9090 1:4.37905 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:818
0 qid:9090 1:4.3210993 13:0.0 14:0.0 15:0.0 16:1.7952101 17:0.0 18:0.0 19:1.4092124 # docid:3
2 qid:9090 1:4.3210993 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:743
0 qid:9090 1:4.2316585 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:664
3 qid:9090 1:4.1496797 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:749
0 qid:9090 1:1.3860053 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:136
0 qid:9090 1:1.3860053 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:502
0 qid:9090 1:1.3567431 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:117
0 qid:9090 1:1.3567431 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:72
0 qid:9090 1:1.3487025 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:503
0 qid:9090 1:1.2548231 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:85
0 qid:9090 1:1.2548231 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:106
0 qid:9090 1:1.2548231 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:105
0 qid:9090 1:1.2548231 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:139
0 qid:9090 1:1.2548231 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:141
0 qid:9090 1:1.2548231 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:153
0 qid:9090 1:1.2548231 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:152
0 qid:9090 1:1.2548231 13:0.0 14:0.0 15:0.0 16:1.7952101 17:0.0 18:0.0 19:0.0 # docid:497
0 qid:9062 1:10.0221405 13:9.978943 14:1.0 15:1.0 16:1.538698 17:0.0 18:0.0 19:2.2024481 # docid:269
2 qid:9062 1:7.4707804 13:3.9901288 14:1.0 15:1.0 16:3.4810581 17:2.676258 18:0.0 19:2.537471 # docid:300
2 qid:9062 1:6.5787907 13:2.857024 14:1.0 15:1.0 16:3.4810581 17:2.3453865 18:0.0 19:6.571163 # docid:298
0 qid:9062 1:6.5787907 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:741
0 qid:9062 1:6.4811516 13:2.857024 14:0.0 15:1.0 16:1.590591 17:0.0 18:0.0 19:1.0108936 # docid:114
0 qid:9062 1:6.4811516 13:2.857024 14:0.0 15:0.0 16:3.1543982 17:2.676258 18:0.0 19:2.2024481 # docid:349
0 qid:9062 1:6.4811516 13:2.857024 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:0.80802065 # docid:491
2 qid:9062 1:6.2087917 13:2.857024 14:0.0 15:1.0 16:1.1494895 17:0.0 18:0.0 19:2.7554255 # docid:293
2 qid:9062 1:6.2087917 13:2.857024 14:1.0 15:1.0 16:1.1494895 17:0.0 18:0.0 19:2.537471 # docid:294
0 qid:9062 1:6.2087917 13:2.857024 14:0.0 15:0.0 16:1.2639312 17:0.0 18:0.0 19:1.0108936 # docid:413
0 qid:9062 1:5.9590287 13:2.857024 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:0.99121886 # docid:477
0 qid:9062 1:5.8515167 13:2.857024 14:0.0 15:0.0 16:3.1543982 17:2.676258 18:0.0 19:2.2024481 # docid:350
0 qid:9062 1:5.8515167 13:0.0 14:0.0 15:0.0 16:0.9242326 17:0.0 18:0.0 19:2.0161357 # docid:493
0 qid:9062 1:5.8515167 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:527
0 qid:9062 1:5.6431136 13:5.9659567 14:0.0 15:1.0 16:1.2639312 17:0.0 18:0.0 19:1.8588866 # docid:676
0 qid:9062 1:5.54502 13:2.857024 14:0.0 15:0.0 16:3.1543982 17:2.676258 18:0.0 19:2.2024481 # docid:704
2 qid:9062 1:5.269033 13:2.857024 14:1.0 15:1.0 16:3.5954995 17:2.676258 18:0.0 19:2.2024481 # docid:295
0 qid:9062 1:5.269033 13:0.0 14:0.0 15:1.0 16:2.1549146 17:0.9447944 18:0.0 19:2.1265397 # docid:321
0 qid:9062 1:4.190558 13:1.1559619 14:0.0 15:0.0 16:1.4411662 17:1.0780797 18:0.0 19:1.4527704 # docid:679
0 qid:9062 1:4.0981593 13:4.0129857 14:0.0 15:0.0 16:4.311368 17:3.7543378 18:0.0 19:2.0161357 # docid:97
2 qid:9062 1:3.9710608 13:0.0 14:0.0 15:1.0 16:3.5431361 17:3.115817 18:0.0 19:2.4267006 # docid:291
0 qid:9062 1:3.9710608 13:1.1559619 14:0.0 15:0.0 16:0.7158682 17:0.0 18:0.0 19:0.0 # docid:311
0 qid:9062 1:3.9710608 13:0.0 14:0.0 15:0.0 16:0.9242326 17:0.0 18:0.0 19:2.0161357 # docid:333
0 qid:9062 1:3.9710608 13:1.1559619 14:0.0 15:0.0 16:1.4411662 17:1.0780797 18:0.0 19:1.3185191 # docid:505
2 qid:9062 1:3.9435048 13:4.0129857 14:1.0 15:1.0 16:1.538698 17:0.0 18:0.0 19:2.4267006 # docid:290
0 qid:9062 1:3.7734127 13:0.0 14:0.0 15:0.0 16:3.5954995 17:2.676258 18:0.0 19:2.0161357 # docid:87
0 qid:9062 1:3.7734127 13:0.0 14:0.0 15:0.0 16:1.2639312 17:0.0 18:0.0 19:2.0161357 # docid:88
0 qid:9062 1:3.7734127 13:0.0 14:0.0 15:0.0 16:1.1569695 17:1.0780797 18:0.0 19:1.6174599 # docid:331
0 qid:9062 1:3.7734127 13:1.1559619 14:0.0 15:0.0 16:1.1569695 17:0.0 18:0.0 19:0.0 # docid:30
0 qid:9062 1:3.7734127 13:0.0 14:0.0 15:0.0 16:0.9242326 17:0.0 18:0.0 19:2.0161357 # docid:482
2 qid:9062 1:3.67334 13:0.0 14:0.0 15:1.0 16:3.9221594 17:2.3453865 18:0.0 19:6.571163 # docid:299
2 qid:9062 1:3.67334 13:0.0 14:0.0 15:1.0 16:1.538698 17:0.0 18:0.0 19:2.2024481 # docid:296
2 qid:9062 1:3.67334 13:0.0 14:0.0 15:1.0 16:0.8228297 17:0.0 18:0.0 19:2.2024481 # docid:297
2 qid:9062 1:3.5121727 13:3.6589582 14:1.0 15:1.0 16:4.0411553 17:3.7281408 18:0.0 19:2.7017972 # docid:226
0 qid:9062 1:3.5121727 13:3.9901288 14:1.0 15:1.0 16:3.4810581 17:2.676258 18:0.0 19:2.1878033 # docid:674
0 qid:9062 1:3.507557 13:2.857024 14:0.0 15:0.0 16:1.2639312 17:0.0 18:0.0 19:0.0 # docid:528
0 qid:9062 1:3.494156 13:1.6144202 14:0.0 15:0.0 16:1.4411662 17:1.0780797 18:0.0 19:0.0 # docid:133
0 qid:9062 1:3.45842 13:0.0 14:0.0 15:0.0 16:0.65752363 17:0.0 18:0.0 19:0.0 # docid:124
0 qid:9062 1:3.45842 13:0.0 14:0.0 15:0.0 16:0.65752363 17:0.0 18:0.0 19:0.0 # docid:174
0 qid:9062 1:3.3238347 13:3.6589582 14:1.0 15:1.0 16:4.0411553 17:3.7281408 18:0.0 19:2.7017972 # docid:596
0 qid:9062 1:3.267259 13:0.0 14:0.0 15:0.0 16:1.4390465 17:0.0 18:0.0 19:0.80802065 # docid:688
0 qid:9062 1:3.267259 13:0.0 14:0.0 15:1.0 16:1.9797993 17:1.0780797 18:0.0 19:2.1265397 # docid:680
2 qid:9062 1:3.266769 13:2.857024 14:1.0 15:1.0 16:3.1543982 17:2.676258 18:0.0 19:2.2024481 # docid:206
0 qid:9062 1:3.1584005 13:4.0129857 14:0.0 15:0.0 16:1.538698 17:0.0 18:0.0 19:0.80802065 # docid:544
0 qid:9062 1:3.1584005 13:1.1559619 14:0.0 15:0.0 16:1.3320849 17:1.0780797 18:0.0 19:1.4527704 # docid:791
0 qid:9062 1:3.1584005 13:1.1559619 14:0.0 15:0.0 16:1.1569695 17:1.0780797 18:0.0 19:1.4527704 # docid:726
0 qid:9062 1:3.0534196 13:2.857024 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:0.73966753 # docid:374
0 qid:9062 1:3.0086544 13:1.1559619 14:0.0 15:1.0 16:1.538698 17:0.0 18:0.0 19:0.80802065 # docid:384
2 qid:9062 1:2.9420226 13:0.0 14:0.0 15:1.0 16:3.8702664 17:2.676258 18:0.0 19:2.2024481 # docid:292
0 qid:9062 1:2.9420226 13:0.0 14:0.0 15:0.0 16:3.1543982 17:2.676258 18:0.0 19:2.2024481 # docid:809
2 qid:9077 1:12.338939 13:5.4272594 14:0.0 15:0.0 16:3.4822721 17:0.0 18:0.0 19:1.248456 # docid:651
2 qid:9077 1:10.313927 13:5.4272594 14:0.0 15:0.0 16:4.3644753 17:3.2499902 18:0.0 19:1.248456 # docid:668
2 qid:9077 1:10.313927 13:5.4272594 14:0.0 15:0.0 16:4.3644753 17:3.2499902 18:0.0 19:1.248456 # docid:667
3 qid:9077 1:10.172367 13:0.0 14:0.0 15:0.0 16:0.88220286 17:0.0 18:0.0 19:0.0 # docid:658
2 qid:9077 1:10.020454 13:2.7653384 14:0.0 15:0.0 16:3.4822721 17:0.0 18:0.0 19:0.0 # docid:669
2 qid:9077 1:9.723259 13:2.661921 14:0.0 15:1.0 16:2.0552633 17:1.8662698 18:0.0 19:7.7431498 # docid:652
0 qid:9077 1:8.801258 13:2.9895287 14:0.0 15:0.0 16:0.9242326 17:0.0 18:0.0 19:1.7273253 # docid:665
0 qid:9077 1:8.111139 13:2.7653384 14:0.0 15:1.0 16:3.5416453 17:3.2499902 18:0.0 19:3.2464323 # docid:7
0 qid:9077 1:7.9954424 13:2.7653384 14:0.0 15:0.0 16:3.4822721 17:0.0 18:0.0 19:1.142845 # docid:654
2 qid:9077 1:7.9954424 13:2.7653384 14:0.0 15:0.0 16:4.3644753 17:3.2499902 18:0.0 19:1.248456 # docid:653
0 qid:9077 1:7.9954424 13:2.7653384 14:0.0 15:1.0 16:3.891876 17:3.2499902 18:0.0 19:3.5210583 # docid:666
0 qid:9077 1:7.9328537 13:5.4272594 14:0.0 15:0.0 16:3.4822721 17:0.0 18:0.0 19:1.248456 # docid:621
2 qid:9077 1:7.698247 13:2.661921 14:0.0 15:0.0 16:1.7050326 17:1.6355389 18:0.0 19:0.0 # docid:656
2 qid:9077 1:7.698247 13:2.661921 14:0.0 15:0.0 16:1.7050326 17:1.8662698 18:0.0 19:0.0 # docid:670
2 qid:9077 1:7.698247 13:2.661921 14:0.0 15:0.0 16:2.0316925 17:1.8662698 18:0.0 19:3.5050647 # docid:664
2 qid:9077 1:7.4047747 13:0.0 14:0.0 15:0.0 16:1.7050326 17:1.6355389 18:0.0 19:0.0 # docid:657
2 qid:9077 1:7.315089 13:2.3990238 14:0.0 15:0.0 16:1.7050326 17:1.8662698 18:0.0 19:3.5050647 # docid:655
1 qid:9077 1:7.1400843 13:2.661921 14:0.0 15:0.0 16:2.0316925 17:1.8662698 18:0.0 19:3.5050647 # docid:633
1 qid:9077 1:7.1400843 13:2.661921 14:0.0 15:0.0 16:2.0316925 17:1.8662698 18:0.0 19:0.0 # docid:649
2 qid:9077 1:6.968266 13:2.9895287 14:0.0 15:0.0 16:0.9242326 17:0.0 18:0.0 19:1.7273253 # docid:663
0 qid:9077 1:6.8643203 13:2.7653384 14:0.0 15:0.0 16:2.6594424 17:0.0 18:0.0 19:0.0 # docid:758
1 qid:9077 1:6.8176174 13:0.0 14:0.0 15:0.0 16:1.7050326 17:1.8662698 18:0.0 19:0.0 # docid:699
0 qid:9077 1:5.9393425 13:2.7653384 14:0.0 15:0.0 16:2.6594424 17:0.0 18:0.0 19:0.0 # docid:532
0 qid:9077 1:5.664503 13:2.7653384 14:0.0 15:0.0 16:3.5416453 17:3.2499902 18:0.0 19:3.086816 # docid:683
0 qid:9077 1:5.664503 13:2.7653384 14:0.0 15:0.0 16:2.6594424 17:0.0 18:0.0 19:0.0 # docid:678
0 qid:9077 1:5.467302 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:296
0 qid:9077 1:5.4147873 13:0.0 14:0.0 15:0.0 16:0.88220286 17:0.0 18:0.0 19:0.0 # docid:419
1 qid:9077 1:5.385806 13:0.0 14:0.0 15:0.0 16:2.1843472 17:4.386586 18:0.0 19:7.049144 # docid:636
2 qid:9077 1:5.3797626 13:0.0 14:0.0 15:0.0 16:1.7050326 17:0.0 18:0.0 19:0.0 # docid:659
0 qid:9077 1:5.206896 13:5.4272594 14:0.0 15:0.0 16:3.4822721 17:0.0 18:0.0 19:4.7519083 # docid:590
0 qid:9077 1:5.183729 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:183
0 qid:9077 1:5.172594 13:2.661921 14:0.0 15:0.0 16:2.0316925 17:1.8662698 18:0.0 19:3.5050647 # docid:612
0 qid:9077 1:5.172594 13:2.661921 14:0.0 15:0.0 16:1.7050326 17:0.0 18:0.0 19:1.7273253 # docid:614
1 qid:9077 1:5.1150723 13:2.661921 14:0.0 15:0.0 16:1.7050326 17:1.6355389 18:0.0 19:3.1811602 # docid:638
1 qid:9077 1:5.1150723 13:2.661921 14:0.0 15:1.0 16:1.7050326 17:0.0 18:0.0 19:3.8464417 # docid:639
1 qid:9077 1:5.1150723 13:2.661921 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:1.5315118 # docid:632
1 qid:9077 1:5.1150723 13:2.661921 14:0.0 15:0.0 16:2.0316925 17:1.8662698 18:0.0 19:3.5050647 # docid:642
0 qid:9077 1:5.0575123 13:0.0 14:0.0 15:0.0 16:0.88220286 17:0.0 18:0.0 19:2.1294913 # docid:554
0 qid:9077 1:4.940097 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:251
2 qid:9077 1:4.869631 13:0.0 14:0.0 15:0.0 16:0.9909227 17:0.0 18:0.0 19:0.0 # docid:662
2 qid:9077 1:4.869631 13:0.0 14:0.0 15:0.0 16:0.9909227 17:0.0 18:0.0 19:0.0 # docid:661
2 qid:9077 1:4.869631 13:0.0 14:0.0 15:1.0 16:0.8228297 17:0.0 18:0.0 19:0.0 # docid:660
0 qid:9077 1:4.862901 13:0.0 14:0.0 15:0.0 16:1.1302056 17:0.0 18:0.0 19:0.0 # docid:26
0 qid:9077 1:4.860484 13:2.9895287 14:0.0 15:0.0 16:0.9242326 17:0.0 18:0.0 19:1.7273253 # docid:341
0 qid:9077 1:4.860484 13:2.9895287 14:0.0 15:0.0 16:1.9151553 17:0.0 18:0.0 19:1.7273253 # docid:466
0 qid:9077 1:4.8216 13:0.0 14:0.0 15:0.0 16:2.0316925 17:1.8662698 18:0.0 19:0.0 # docid:637
1 qid:9077 1:4.8216 13:0.0 14:0.0 15:0.0 16:1.7050326 17:1.6355389 18:0.0 19:0.0 # docid:635
1 qid:9077 1:4.792605 13:0.0 14:0.0 15:0.0 16:1.7050326 17:1.8662698 18:0.0 19:3.5050647 # docid:700
0 qid:9077 1:4.6406918 13:2.7653384 14:0.0 15:0.0 16:3.5416453 17:3.2499902 18:0.0 19:3.086816 # docid:79
0 qid:9077 1:4.6406918 13:2.7653384 14:0.0 15:0.0 16:2.6594424 17:0.0 18:0.0 19:0.0 # docid:577
0 qid:9103 1:10.959977 13:5.9659567 14:0.0 15:0.0 16:2.153356 17:0.0 18:0.0 19:0.0 # docid:582
0 qid:9103 1:9.93864 13:3.5279696 14:0.0 15:1.0 16:3.2409854 17:5.8161736 18:4.348139 19:2.305193 # docid:812
0 qid:9103 1:8.536867 13:0.0 14:0.0 15:1.0 16:0.65752363 17:0.0 18:0.0 19:3.050999 # docid:811
0 qid:9103 1:8.065 13:0.0 14:0.0 15:0.0 16:1.6192445 17:0.0 18:0.0 19:0.99121886 # docid:51
0 qid:9103 1:7.8730793 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:615
0 qid:9103 1:6.917862 13:0.0 14:0.0 15:0.0 16:1.2639312 17:0.0 18:0.0 19:0.80802065 # docid:484
0 qid:9103 1:6.694601 13:0.0 14:0.0 15:1.0 16:0.8228297 17:0.0 18:0.0 19:0.73966753 # docid:589
0 qid:9103 1:6.578869 13:5.9659567 14:0.0 15:0.0 16:2.153356 17:0.0 18:0.0 19:0.0 # docid:518
0 qid:9103 1:6.571781 13:0.0 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:2.2024481 # docid:388
0 qid:9103 1:6.5065317 13:0.0 14:0.0 15:0.0 16:2.153356 17:0.0 18:0.0 19:0.0 # docid:813
0 qid:9103 1:6.356309 13:3.5279696 14:0.0 15:0.0 16:3.2409854 17:3.286146 18:0.0 19:0.0 # docid:743
0 qid:9103 1:6.263883 13:6.8785887 14:0.0 15:1.0 16:3.2409854 17:5.8161736 18:4.348139 19:0.73966753 # docid:70
0 qid:9103 1:6.263883 13:6.8785887 14:0.0 15:0.0 16:3.1265435 17:2.5300279 18:0.0 19:2.1878033 # docid:286
0 qid:9103 1:6.234274 13:0.0 14:0.0 15:0.0 16:2.4181557 17:0.0 18:0.0 19:0.0 # docid:101
0 qid:9103 1:5.5714216 13:0.0 14:0.0 15:0.0 16:0.5651028 17:0.0 18:0.0 19:0.0 # docid:145
0 qid:9103 1:5.5714216 13:3.7629864 14:0.0 15:0.0 16:2.2207 17:0.0 18:0.0 19:4.6165447 # docid:390
0 qid:9103 1:5.359339 13:3.3506193 14:0.0 15:1.0 16:3.2409854 17:2.5300279 18:0.0 19:3.4821029 # docid:7
0 qid:9103 1:5.359339 13:0.0 14:0.0 15:0.0 16:1.2639312 17:0.0 18:0.0 19:2.305193 # docid:579
0 qid:9103 1:5.359339 13:0.0 14:0.0 15:0.0 16:0.44110143 17:0.0 18:0.0 19:0.0 # docid:573
0 qid:9103 1:5.359339 13:0.0 14:0.0 15:0.0 16:1.2639312 17:0.0 18:0.0 19:0.6326344 # docid:571
0 qid:9103 1:5.359339 13:0.0 14:0.0 15:0.0 16:1.2639312 17:0.0 18:0.0 19:0.73966753 # docid:576
