3 qid:9139 1:15.459973 2:4.8894606 3:15.383828 4:20.733849 9:0.7036993 10:0.0 11:0.0 16:5.0592294 17:9.7657385 18:8.225579 # docid:443
0 qid:9062 1:3.9710608 2:0.7667831 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.7158682 17:0.0 18:0.0 # docid:311
0 qid:9062 1:3.9710608 2:2.6111503 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.9242326 17:0.0 18:0.0 # docid:333
0 qid:9062 1:3.9710608 2:1.4692857 3:0.83602875 4:0.0 9:0.0 10:0.0 11:0.0 16:1.4411662 17:1.0780797 18:0.0 # docid:505
2 qid:9062 1:3.9435048 2:1.1878285 3:1.5028406 4:0.0 9:0.0 10:0.0 11:0.0 16:1.538698 17:0.0 18:0.0 # docid:290
0 qid:9062 1:3.7734127 2:2.9147282 3:3.6194074 4:2.8516889 9:0.0 10:0.0 11:0.0 16:3.5954995 17:2.676258 18:0.0 # docid:87
0 qid:9062 1:3.7734127 2:1.4247248 3:1.9585445 4:0.0 9:0.0 10:0.0 11:0.0 16:1.2639312 17:0.0 18:0.0 # docid:88
0 qid:9062 1:3.7734127 2:1.2868725 3:0.7895932 4:0.0 9:0.0 10:0.0 11:0.0 16:1.1569695 17:1.0780797 18:0.0 # docid:331
0 qid:9062 1:3.7734127 2:1.3934989 3:0.7895932 4:0.0 9:0.0 10:0.0 11:0.0 16:1.1569695 17:0.0 18:0.0 # docid:30
0 qid:9062 1:3.7734127 2:1.2149844 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.9242326 17:0.0 18:0.0 # docid:482
2 qid:9062 1:3.67334 2:2.800207 3:3.395624 4:3.518412 9:0.0 10:0.0 11:0.0 16:3.9221594 17:2.3453865 18:0.0 # docid:299
2 qid:9062 1:3.67334 2:1.1878285 3:1.5028406 4:0.0 9:0.0 10:0.0 11:0.0 16:1.538698 17:0.0 18:0.0 # docid:296
2 qid:9062 1:3.67334 2:0.6944709 3:1.5028406 4:0.0 9:0.0 10:0.0 11:0.0 16:0.8228297 17:0.0 18:0.0 # docid:297
2 qid:9062 1:3.5121727 2:2.2102036 3:3.1834512 4:3.2640355 9:0.0 10:0.0 11:0.0 16:4.0411553 17:3.7281408 18:0.0 # docid:226
0 qid:9062 1:3.5121727 2:1.9725453 3:1.868418 4:0.0 9:0.0 10:0.0 11:0.0 16:3.4810581 17:2.676258 18:0.0 # docid:674
0 qid:9062 1:3.507557 2:1.0660458 3:0.8882673 4:0.0 9:0.0 10:0.0 11:0.0 16:1.2639312 17:0.0 18:0.0 # docid:528
0 qid:9062 1:3.494156 2:2.94176 3:3.6194074 4:2.8516889 9:0.0 10:0.0 11:0.0 16:1.4411662 17:1.0780797 18:0.0 # docid:133
0 qid:9062 1:3.45842 2:1.0758075 3:1.3150331 4:0.0 9:0.0 10:0.0 11:0.0 16:0.65752363 17:0.0 18:0.0 # docid:124
0 qid:9062 1:3.45842 2:0.8141444 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.65752363 17:0.0 18:0.0 # docid:174
0 qid:9062 1:3.3238347 2:3.1838276 3:2.421287 4:0.0 9:0.0 10:0.0 11:0.0 16:4.0411553 17:3.7281408 18:0.0 # docid:596
0 qid:9062 1:3.267259 2:1.0177114 3:1.2376966 4:0.0 9:0.0 10:0.0 11:0.0 16:1.4390465 17:0.0 18:0.0 # docid:688
0 qid:9062 1:3.267259 2:1.4382448 3:0.8882673 4:0.0 9:0.0 10:0.0 11:0.0 16:1.9797993 17:1.0780797 18:0.0 # docid:680
2 qid:9062 1:3.266769 2:2.1030924 3:2.8298142 4:2.8516889 9:0.0 10:0.0 11:0.0 16:3.1543982 17:2.676258 18:0.0 # docid:206
0 qid:9062 1:3.1584005 2:2.5220702 3:1.6608629 4:0.0 9:0.0 10:0.0 11:0.0 16:1.538698 17:0.0 18:0.0 # docid:544
0 qid:9062 1:3.1584005 2:2.843883 3:2.321512 4:0.0 9:0.0 10:0.0 11:0.0 16:1.3320849 17:1.0780797 18:0.0 # docid:791
0 qid:9062 1:3.1584005 2:1.460207 3:0.74804443 4:0.0 9:0.0 10:0.0 11:0.0 16:1.1569695 17:1.0780797 18:0.0 # docid:726
0 qid:9062 1:3.0534196 2:2.1717794 3:1.4948102 4:0.0 9:0.0 10:0.0 11:0.0 16:0.8228297 17:0.0 18:0.0 # docid:374
0 qid:9062 1:3.0086544 2:1.0990734 3:1.0520798 4:0.0 9:0.0 10:0.0 11:0.0 16:1.538698 17:0.0 18:0.0 # docid:384
2 qid:9062 1:2.9420226 2:2.5220702 3:2.8298142 4:2.8516889 9:0.0 10:0.0 11:0.0 16:3.8702664 17:2.676258 18:0.0 # docid:292
0 qid:9062 1:2.9420226 2:2.6473122 3:3.6194074 4:2.8516889 9:0.0 10:0.0 11:0.0 16:3.1543982 17:2.676258 18:0.0 # docid:809
2 qid:9077 1:12.338939 2:6.791842 3:6.948368 4:6.77868 9:0.7036993 10:0.0 11:0.0 16:3.4822721 17:0.0 18:0.0 # docid:651
2 qid:9077 1:10.313927 2:7.3471823 3:10.262545 4:6.77868 9:0.7036993 10:0.0 11:0.0 16:4.3644753 17:3.2499902 18:0.0 # docid:668
2 qid:9077 1:10.313927 2:7.3471823 3:10.262545 4:6.77868 9:0.7036993 10:0.0 11:0.0 16:4.3644753 17:3.2499902 18:0.0 # docid:667
3 qid:9077 1:10.172367 2:4.69866 3:6.948368 4:6.77868 9:0.7036993 10:0.0 11:0.0 16:0.88220286 17:0.0 18:0.0 # docid:658
2 qid:9077 1:10.020454 2:7.3623962 3:6.948368 4:6.77868 9:0.7036993 10:0.0 11:0.0 16:3.4822721 17:0.0 18:0.0 # docid:669
2 qid:9077 1:9.723259 2:5.1796236 3:12.457188 4:17.344023 9:0.7036993 10:0.0 11:0.0 16:2.0552633 17:1.8662698 18:0.0 # docid:652
0 qid:9077 1:8.801258 2:3.4234471 3:3.5680125 4:2.6202874 9:0.6415746 10:0.0 11:0.0 16:0.9242326 17:0.0 18:0.0 # docid:665
0 qid:9077 1:8.111139 2:4.991753 3:7.9701276 4:6.299733 9:0.5912134 10:0.0 11:0.0 16:3.5416453 17:3.2499902 18:0.0 # docid:7
0 qid:9077 1:7.9954424 2:6.881444 3:6.562435 4:5.973204 9:0.7036993 10:0.0 11:0.0 16:3.4822721 17:0.0 18:0.0 # docid:654
2 qid:9077 1:7.9954424 2:7.3471823 3:10.262545 4:6.77868 9:0.7036993 10:0.0 11:0.0 16:4.3644753 17:3.2499902 18:0.0 # docid:653
0 qid:9077 1:7.9954424 2:7.2911 3:13.01226 4:9.087723 9:0.0 10:0.0 11:0.0 16:3.891876 17:3.2499902 18:0.0 # docid:666
0 qid:9077 1:7.9328537 2:5.5936046 3:4.236845 4:3.1886175 9:0.7036993 10:0.0 11:0.0 16:3.4822721 17:0.0 18:0.0 # docid:621
2 qid:9077 1:7.698247 2:5.0567846 3:7.935965 4:5.973204 9:0.7036993 10:0.0 11:0.0 16:1.7050326 17:1.6355389 18:0.0 # docid:656
2 qid:9077 1:7.698247 2:4.967183 3:8.402675 4:6.77868 9:0.7036993 10:0.0 11:0.0 16:1.7050326 17:1.8662698 18:0.0 # docid:670
2 qid:9077 1:7.698247 2:5.0699043 3:8.402675 4:6.77868 9:0.7036993 10:0.0 11:0.0 16:2.0316925 17:1.8662698 18:0.0 # docid:664
2 qid:9077 1:7.4047747 2:5.0567846 3:7.935965 4:5.973204 9:0.7036993 10:0.0 11:0.0 16:1.7050326 17:1.6355389 18:0.0 # docid:657
2 qid:9077 1:7.315089 2:4.411843 3:6.948368 4:6.77868 9:0.7036993 10:0.0 11:0.0 16:1.7050326 17:1.8662698 18:0.0 # docid:655
1 qid:9077 1:7.1400843 2:4.1813707 3:4.414996 4:0.0 9:0.7036993 10:0.0 11:0.0 16:2.0316925 17:1.8662698 18:0.0 # docid:633
1 qid:9077 1:7.1400843 2:4.1813707 3:4.414996 4:0.0 9:0.7036993 10:0.0 11:0.0 16:2.0316925 17:1.8662698 18:0.0 # docid:649
2 qid:9077 1:6.968266 2:4.437473 3:6.217117 4:5.973204 9:0.44799113 10:0.0 11:0.0 16:0.9242326 17:0.0 18:0.0 # docid:663
0 qid:9077 1:6.8643203 2:3.80807 3:1.726637 4:0.0 9:0.44799113 10:0.0 11:0.0 16:2.6594424 17:0.0 18:0.0 # docid:758
1 qid:9077 1:6.8176174 2:2.5495763 3:1.4543067 4:0.0 9:0.7036993 10:0.0 11:0.0 16:1.7050326 17:1.8662698 18:0.0 # docid:699
0 qid:9077 1:5.9393425 2:4.0005193 3:1.4787227 4:0.0 9:0.7036993 10:0.0 11:0.0 16:2.6594424 17:0.0 18:0.0 # docid:532
0 qid:9077 1:5.664503 2:3.4337466 3:3.5212595 4:0.0 9:0.7036993 10:0.0 11:0.0 16:3.5416453 17:3.2499902 18:0.0 # docid:683
0 qid:9077 1:5.664503 2:2.8934026 3:0.0 4:0.0 9:0.7036993 10:0.0 11:0.0 16:2.6594424 17:0.0 18:0.0 # docid:678
0 qid:9077 1:5.467302 2:3.4653816 3:4.841934 4:3.7276223 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:296
0 qid:9077 1:5.4147873 2:4.7561264 3:1.7965428 4:0.0 9:0.5912134 10:0.0 11:0.0 16:0.88220286 17:0.0 18:0.0 # docid:419
1 qid:9077 1:5.385806 2:4.556392 3:6.1035833 4:0.0 9:0.7036993 10:0.0 11:0.0 16:2.1843472 17:4.386586 18:0.0 # docid:636
2 qid:9077 1:5.3797626 2:5.6273394 3:6.562435 4:6.350503 9:0.7036993 10:0.0 11:0.0 16:1.7050326 17:0.0 18:0.0 # docid:659
0 qid:9077 1:5.206896 2:5.6427565 3:1.3863258 4:0.0 9:0.7036993 10:0.0 11:0.0 16:3.4822721 17:0.0 18:0.0 # docid:590
0 qid:9077 1:5.183729 2:3.2204142 3:0.0 4:0.0 9:0.44799113 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:183
0 qid:9077 1:5.172594 2:3.7698193 3:5.782023 4:3.1886175 9:0.7036993 10:0.0 11:0.0 16:2.0316925 17:1.8662698 18:0.0 # docid:612
0 qid:9077 1:5.172594 2:3.6679945 3:4.236845 4:3.1886175 9:0.7036993 10:0.0 11:0.0 16:1.7050326 17:0.0 18:0.0 # docid:614
1 qid:9077 1:5.1150723 2:4.168251 3:4.169774 4:0.0 9:0.7036993 10:0.0 11:0.0 16:1.7050326 17:1.6355389 18:0.0 # docid:638
1 qid:9077 1:5.1150723 2:4.0786495 3:7.0152025 4:5.2826715 9:0.7036993 10:0.0 11:0.0 16:1.7050326 17:0.0 18:0.0 # docid:639
1 qid:9077 1:5.1150723 2:3.5233092 3:2.9606895 4:0.0 9:0.7036993 10:0.0 11:0.0 16:0.8228297 17:0.0 18:0.0 # docid:632
1 qid:9077 1:5.1150723 2:4.1813707 3:4.414996 4:0.0 9:0.7036993 10:0.0 11:0.0 16:2.0316925 17:1.8662698 18:0.0 # docid:642
0 qid:9077 1:5.0575123 2:2.4072547 3:0.0 4:0.0 9:0.7036993 10:0.0 11:0.0 16:0.88220286 17:0.0 18:0.0 # docid:554
0 qid:9077 1:4.940097 2:3.80807 3:1.726637 4:0.0 9:0.44799113 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:251
2 qid:9077 1:4.869631 2:5.1716485 3:6.217117 4:5.973204 9:0.44799113 10:0.0 11:0.0 16:0.9909227 17:0.0 18:0.0 # docid:662
2 qid:9077 1:4.869631 2:5.0829678 3:6.217117 4:5.973204 9:0.44799113 10:0.0 11:0.0 16:0.9909227 17:0.0 18:0.0 # docid:661
2 qid:9077 1:4.869631 2:4.4971876 3:5.3301105 4:3.5647044 9:0.0 10:0.0 11:0.0 16:0.8228297 17:0.0 18:0.0 # docid:660
0 qid:9077 1:4.862901 2:2.35373 3:2.7591035 4:0.0 9:0.44799113 10:0.0 11:0.0 16:1.1302056 17:0.0 18:0.0 # docid:26
0 qid:9077 1:4.860484 2:3.7560296 3:2.796244 4:0.0 9:0.0 10:0.0 11:0.0 16:0.9242326 17:0.0 18:0.0 # docid:341
0 qid:9077 1:4.860484 2:3.0361502 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:1.9151553 17:0.0 18:0.0 # docid:466
0 qid:9077 1:4.8216 2:4.1813707 3:4.414996 4:0.0 9:0.7036993 10:0.0 11:0.0 16:2.0316925 17:1.8662698 18:0.0 # docid:637
1 qid:9077 1:4.8216 2:4.168251 3:4.169774 4:0.0 9:0.7036993 10:0.0 11:0.0 16:1.7050326 17:1.6355389 18:0.0 # docid:635
1 qid:9077 1:4.792605 2:2.5495763 3:1.4543067 4:0.0 9:0.7036993 10:0.0 11:0.0 16:1.7050326 17:1.8662698 18:0.0 # docid:700
0 qid:9077 1:4.6406918 2:4.326624 3:3.3141763 4:0.0 9:0.0 10:0.0 11:0.0 16:3.5416453 17:3.2499902 18:0.0 # docid:79
0 qid:9077 1:4.6406918 2:5.9790883 3:1.3047968 4:0.0 9:0.0 10:0.0 11:0.0 16:2.6594424 17:0.0 18:0.0 # docid:577
0 qid:9103 1:10.959977 2:4.9236555 3:5.847662 4:0.0 9:1.908697 10:0.0 11:0.0 16:2.153356 17:0.0 18:0.0 # docid:582
0 qid:9103 1:9.93864 2:3.8248768 3:12.4304 4:18.515064 9:1.908697 10:1.7804474 11:0.0 16:3.2409854 17:5.8161736 18:4.348139 # docid:812
0 qid:9103 1:8.536867 2:3.3428175 3:6.277302 4:2.1580098 9:1.908697 10:1.7804474 11:0.0 16:0.65752363 17:0.0 18:0.0 # docid:811
0 qid:9103 1:8.065 2:3.1764357 3:5.9081373 4:2.0125082 9:1.908697 10:1.7804474 11:0.0 16:1.6192445 17:0.0 18:0.0 # docid:51
0 qid:9103 1:7.8730793 2:3.3428175 3:9.184505 4:12.108341 9:0.6415746 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:615
0 qid:9103 1:6.917862 2:1.157151 3:2.803862 4:2.918885 9:0.44799113 10:0.0 11:0.0 16:1.2639312 17:0.0 18:0.0 # docid:484
0 qid:9103 1:6.694601 2:2.7574196 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.8228297 17:0.0 18:0.0 # docid:589
0 qid:9103 1:6.578869 2:1.8814893 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:2.153356 17:0.0 18:0.0 # docid:518
0 qid:9103 1:6.571781 2:1.008018 3:0.0 4:0.0 9:0.7036993 10:0.0 11:0.0 16:0.8228297 17:0.0 18:0.0 # docid:388
0 qid:9103 1:6.5065317 2:4.4795566 3:1.3012544 4:1.4086567 9:0.0 10:0.0 11:0.0 16:2.153356 17:0.0 18:0.0 # docid:813
0 qid:9103 1:6.356309 2:3.8480086 3:5.345826 4:0.0 9:2.171752 10:2.091918 11:0.0 16:3.2409854 17:3.286146 18:0.0 # docid:743
0 qid:9103 1:6.263883 2:3.272035 3:6.491029 4:4.980885 9:0.0 10:0.0 11:0.0 16:3.2409854 17:5.8161736 18:4.348139 # docid:70
0 qid:9103 1:6.263883 2:3.1987119 3:3.1686304 4:0.0 9:0.0 10:0.0 11:0.0 16:3.1265435 17:2.5300279 18:0.0 # docid:286
0 qid:9103 1:6.234274 2:2.8407588 3:0.0 4:0.0 9:1.6620191 10:0.0 11:0.0 16:2.4181557 17:0.0 18:0.0 # docid:101
0 qid:9103 1:5.5714216 2:2.9099767 3:2.7726517 4:0.0 9:1.908697 10:1.7804474 11:0.0 16:0.5651028 17:0.0 18:0.0 # docid:145
0 qid:9103 1:5.5714216 2:3.290813 3:2.6095936 4:0.0 9:0.5912134 10:0.0 11:0.0 16:2.2207 17:0.0 18:0.0 # docid:390
0 qid:9103 1:5.359339 2:6.36198 3:6.992422 4:4.400281 9:2.5189052 10:2.535472 11:0.0 16:3.2409854 17:2.5300279 18:0.0 # docid:7
0 qid:9103 1:5.359339 2:5.4216523 3:3.2477262 4:0.0 9:0.0 10:0.0 11:0.0 16:1.2639312 17:0.0 18:0.0 # docid:579
0 qid:9103 1:5.359339 2:5.4216523 3:2.7726517 4:0.0 9:0.7036993 10:0.0 11:0.0 16:0.44110143 17:0.0 18:0.0 # docid:573
0 qid:9103 1:5.359339 2:5.6881113 3:6.020378 4:0.0 9:0.7036993 10:0.0 11:0.0 16:1.2639312 17:0.0 18:0.0 # docid:571
0 qid:9103 1:5.359339 2:5.4216523 3:3.2985435 4:3.4720008 9:0.0 10:0.0 11:0.0 16:1.2639312 17:0.0 18:0.0 # docid:576
0 qid:9103 1:5.359339 2:5.4216523 3:3.2985435 4:3.4720008 9:0.0 10:0.0 11:0.0 16:1.2639312 17:0.0 18:0.0 # docid:578
0 qid:9103 1:5.359339 2:5.4216523 3:2.7726517 4:0.0 9:0.7036993 10:0.0 11:0.0 16:0.44110143 17:0.0 18:0.0 # docid:572
0 qid:9103 1:5.161955 2:4.4795566 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:1.2639312 17:0.0 18:0.0 # docid:530
0 qid:9103 1:5.0786223 2:5.1374187 3:2.6095936 4:0.0 9:2.171752 10:2.091918 11:0.0 16:0.44110143 17:0.0 18:0.0 # docid:80
0 qid:9103 1:5.0786223 2:5.1374187 3:2.6095936 4:0.0 9:2.171752 10:2.091918 11:0.0 16:0.44110143 17:0.0 18:0.0 # docid:122
0 qid:9103 1:5.0786223 2:6.086025 3:8.021397 4:2.918885 9:4.2002006 10:3.827952 11:0.0 16:3.1449327 17:2.5300279 18:0.0 # docid:320
0 qid:9103 1:5.0786223 2:6.086025 3:8.650167 4:7.3938923 9:0.0 10:0.0 11:0.0 16:3.1265435 17:2.5300279 18:0.0 # docid:577
0 qid:9103 1:4.89187 2:3.6944351 3:6.9149837 4:3.5281792 9:2.5189052 10:2.535472 11:0.0 16:2.7998838 17:2.5300279 18:0.0 # docid:836
0 qid:9103 1:4.825849 2:5.67053 3:5.3515987 4:3.844392 9:1.4607059 10:0.0 11:0.0 16:3.2409854 17:2.5300279 18:0.0 # docid:59
0 qid:9103 1:4.825849 2:7.0024514 3:9.158337 4:6.926855 9:1.908697 10:1.7804474 11:0.0 16:3.1265435 17:2.5300279 18:0.0 # docid:251
0 qid:9103 1:4.825849 2:4.9881296 3:5.3515987 4:3.844392 9:0.0 10:0.0 11:0.0 16:3.2409854 17:2.5300279 18:0.0 # docid:254
0 qid:9103 1:4.71478 2:0.9714872 3:0.0 4:0.0 9:0.44799113 10:0.0 11:0.0 16:0.9242326 17:0.0 18:0.0 # docid:278
0 qid:9103 1:4.046807 2:3.1987119 3:3.1686304 4:0.0 9:1.908697 10:1.7804474 11:0.0 16:0.0 17:0.0 18:0.0 # docid:765
0 qid:9103 1:4.02104 2:2.99652 3:2.8181133 4:0.0 9:0.0 10:0.0 11:0.0 16:3.1265435 17:0.0 18:0.0 # docid:214
0 qid:9103 1:4.02104 2:3.3024616 3:2.9514022 4:3.0825772 9:1.4607059 10:0.0 11:0.0 16:2.4181557 17:0.0 18:0.0 # docid:815
0 qid:9103 1:4.02104 2:4.340793 3:6.586154 4:7.9285326 9:1.908697 10:0.0 11:0.0 16:2.3284712 17:0.0 18:0.0 # docid:814
0 qid:9103 1:3.8303943 2:2.8722 3:4.7832274 4:3.5012534 9:1.908697 10:1.7804474 11:0.0 16:1.2639312 17:0.0 18:0.0 # docid:358
0 qid:9103 1:3.810036 2:3.0804033 3:2.9574454 4:0.0 9:0.7036993 10:0.0 11:0.0 16:0.44110143 17:0.0 18:0.0 # docid:543
0 qid:9103 1:3.810036 2:1.0474036 3:0.0 4:0.0 9:0.6415746 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:362
0 qid:9103 1:3.810036 2:2.7702088 3:0.0 4:0.0 9:0.44799113 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:486
0 qid:9103 1:3.810036 2:4.593055 3:6.05841 4:4.5927086 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:727
0 qid:9103 1:3.5994394 2:1.1451813 3:1.4543067 4:1.586613 9:0.7036993 10:0.0 11:0.0 16:1.1494895 17:0.0 18:0.0 # docid:401
0 qid:9103 1:3.5994394 2:2.616944 3:2.7726517 4:0.0 9:0.7036993 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:586
0 qid:9103 1:3.5994394 2:2.1705213 3:0.0 4:0.0 9:0.7036993 10:0.0 11:0.0 16:1.7122545 17:0.0 18:0.0 # docid:598
0 qid:9103 1:3.5994394 2:1.0345916 3:0.0 4:0.0 9:0.7036993 10:0.0 11:0.0 16:0.44110143 17:0.0 18:0.0 # docid:679
0 qid:9103 1:3.5994394 2:2.463554 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.72776276 17:0.0 18:0.0 # docid:728
0 qid:9103 1:3.4109044 2:2.7574196 3:2.6095936 4:0.0 9:2.171752 10:2.091918 11:0.0 16:0.44110143 17:0.0 18:0.0 # docid:62
0 qid:9103 1:3.4109044 2:4.111468 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:2.5350842 17:0.0 18:0.0 # docid:463
0 qid:9103 1:3.4044437 2:3.5434413 3:3.1153326 4:3.2657208 9:1.6620191 10:0.0 11:0.0 16:3.2409854 17:0.0 18:0.0 # docid:115
3 qid:9002 1:9.910825 2:2.4800777 3:7.0688677 4:8.4558735 9:2.5189052 10:2.535472 11:0.0 16:0.88220286 17:0.0 18:0.0 # docid:7
0 qid:9002 1:8.48754 2:4.841322 3:0.0 4:0.0 9:0.44799113 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:441
0 qid:9002 1:8.049171 2:2.6842473 3:1.2323245 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:245
0 qid:9002 1:5.867365 2:3.0293384 3:1.2323245 4:0.0 9:1.908697 10:1.7804474 11:0.0 16:3.010818 17:0.0 18:0.0 # docid:203
0 qid:9002 1:5.867365 2:2.9526236 3:0.0 4:0.0 9:0.5097329 10:0.0 11:0.0 16:0.9909227 17:0.0 18:0.0 # docid:427
0 qid:9002 1:5.73183 2:4.56475 3:2.533995 4:0.0 9:0.6415746 10:0.0 11:0.0 16:6.5140896 17:3.362741 18:0.0 # docid:195
0 qid:9002 1:5.6431136 2:2.4194603 3:3.373883 4:2.6202874 9:0.44799113 10:0.0 11:0.0 16:0.88220286 17:0.0 18:0.0 # docid:352
0 qid:9002 1:5.4801617 2:3.4346244 3:1.2323245 4:0.0 9:0.44799113 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:273
0 qid:9002 1:5.201297 2:3.8244767 3:1.726637 4:0.0 9:2.1022806 10:1.7804474 11:0.0 16:0.0 17:0.0 18:0.0 # docid:456
0 qid:9002 1:5.201297 2:2.9861908 3:2.674741 4:0.0 9:0.0 10:0.0 11:0.0 16:0.88220286 17:0.0 18:0.0 # docid:732
0 qid:9002 1:5.126692 2:2.9568167 3:4.564921 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:750
0 qid:9002 1:4.954693 2:3.9584103 3:3.9070654 4:0.0 9:1.4607059 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:276
0 qid:9002 1:4.9233136 2:2.3832228 3:0.0 4:0.0 9:0.44799113 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:757
0 qid:9002 1:4.58358 2:1.5700831 3:4.0063257 4:3.1886175 9:0.7036993 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:497
0 qid:9002 1:4.5599446 2:0.8332516 3:0.0 4:0.0 9:0.5912134 10:0.0 11:0.0 16:0.88220286 17:0.0 18:0.0 # docid:512
2 qid:9002 1:4.5599446 2:1.116631 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:1.1302056 17:0.0 18:0.0 # docid:178
2 qid:9002 1:4.37905 2:2.8764176 3:3.9944499 4:0.0 9:0.0 10:0.0 11:0.0 16:1.1302056 17:0.0 18:0.0 # docid:148
2 qid:9002 1:4.3434963 2:1.583607 3:1.3047968 4:0.0 9:2.171752 10:2.091918 11:0.0 16:0.0 17:0.0 18:0.0 # docid:21
0 qid:9002 1:4.3434963 2:1.1608121 3:0.0 4:0.0 9:0.7036993 10:0.0 11:0.0 16:0.88220286 17:0.0 18:0.0 # docid:633
0 qid:9002 1:4.3434963 2:1.3912841 3:1.3047968 4:0.0 9:0.7036993 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:651
0 qid:9002 1:4.3434963 2:2.159065 3:1.3047968 4:0.0 9:0.7036993 10:0.0 11:0.0 16:1.2324336 17:0.0 18:0.0 # docid:652
0 qid:9002 1:4.3434963 2:2.0493457 3:1.3047968 4:0.0 9:2.5189052 10:2.535472 11:0.0 16:0.88220286 17:0.0 18:0.0 # docid:377
0 qid:9002 1:4.3434963 2:1.1608121 3:0.0 4:0.0 9:0.7036993 10:0.0 11:0.0 16:0.88220286 17:0.0 18:0.0 # docid:649
0 qid:9002 1:4.3210993 2:2.294562 3:0.0 4:0.0 9:0.44799113 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:259
0 qid:9002 1:4.3210993 2:2.3200443 3:1.7965428 4:0.0 9:2.171752 10:2.091918 11:0.0 16:0.88220286 17:0.0 18:0.0 # docid:249
0 qid:9002 1:4.1496797 2:2.8630219 3:0.0 4:0.0 9:0.5912134 10:0.0 11:0.0 16:0.88220286 17:0.0 18:0.0 # docid:435
2 qid:9002 1:4.1496797 2:2.738514 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:1.3347216 17:0.0 18:0.0 # docid:158
0 qid:9002 1:4.1496797 2:5.598656 3:0.0 4:0.0 9:0.5912134 10:0.0 11:0.0 16:5.6318865 17:0.0 18:0.0 # docid:305
0 qid:9002 1:4.1273117 2:1.5150366 3:1.2323245 4:0.0 9:1.908697 10:1.7804474 11:0.0 16:0.0 17:0.0 18:0.0 # docid:845
0 qid:9002 1:4.1273117 2:2.0427132 3:1.2323245 4:0.0 9:1.908697 10:1.7804474 11:0.0 16:0.88220286 17:0.0 18:0.0 # docid:844
2 qid:9002 1:4.1060295 2:2.1660218 3:1.2323245 4:0.0 9:1.908697 10:1.7804474 11:0.0 16:0.88220286 17:0.0 18:0.0 # docid:24
2 qid:9002 1:4.1060295 2:2.2559662 3:1.2323245 4:0.0 9:1.908697 10:1.7804474 11:0.0 16:0.88220286 17:0.0 18:0.0 # docid:23
0 qid:9002 1:4.1060295 2:1.0534333 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.88220286 17:0.0 18:0.0 # docid:785
2 qid:9002 1:3.9431417 2:2.1850665 3:0.0 4:0.0 9:0.44799113 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:110
0 qid:9002 1:3.9431417 2:2.8228436 3:1.167479 4:0.0 9:0.44799113 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:782
0 qid:9002 1:3.9316275 2:1.4523096 3:1.167479 4:0.0 9:0.6415746 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:665
0 qid:9002 1:3.756189 2:3.0905578 3:0.0 4:0.0 9:1.4607059 10:0.0 11:0.0 16:3.010818 17:0.0 18:0.0 # docid:361
0 qid:9002 1:3.6393487 2:4.66229 3:0.0 4:0.0 9:0.44799113 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:436
0 qid:9002 1:3.6393487 2:4.3896613 3:4.3953247 4:0.0 9:2.5189052 10:2.535472 11:0.0 16:3.5032716 17:3.362741 18:0.0 # docid:756
